Ticker,Cumulative Return,Ann. Return,Ann. Volatility,Sharpe Ratio,Max Drawdown,VaR 95%,CVaR 95%,VaR 95% €,CVaR 95% €,Observations
SMH,7.241595439202113,0.3729271485088266,0.357564284346559,0.9590643235957375,-0.45302636110769345,0.03495736729809848,0.05075967005431361,174.7868364904924,253.79835027156804,1677
GRID,2.966413596763491,0.23004293716163438,0.24334738222604546,0.8220468012917206,-0.4056158942427295,0.02246652391125834,0.034575170643671334,112.33261955629169,172.87585321835667,1677
MOO,0.5050341258176232,0.06335822399466728,0.20134529840289891,0.16567669699401832,-0.3951535272707828,0.017522377790324017,0.029303837638728004,87.61188895162009,146.51918819364002,1677
CRUS,2.5167235096029876,0.20800096837063387,0.4121210894286471,0.4319142430138902,-0.46852907538170563,0.037187675249474215,0.057587361180237676,185.93837624737108,287.9368059011884,1677
ITRI,0.5979094736135151,0.0729696709589045,0.4745400054400782,0.09055015481583129,-0.6526473130782446,0.04058448860368482,0.06804727598894553,202.9224430184241,340.2363799447276,1677
TRMB,0.5377879151449629,0.06680395635657099,0.36488118901309335,0.10086558985437401,-0.5735478565163717,0.031717982981319934,0.05310504062664702,158.58991490659966,265.5252031332351,1677
