Ticker,Cumulative Return,Ann. Return,Ann. Volatility,Sharpe Ratio,Max Drawdown,VaR 95%,CVaR 95%,VaR 95% €,CVaR 95% €,Observations
SMH,7.241594821039415,0.37292713303468794,0.35756425198134756,0.9590643671296782,-0.4530263611076928,0.03495738611461642,0.050759660474360216,174.78693057308212,253.79830237180107,1677
GRID,2.966414275987632,0.23004296881375663,0.24334725309533362,0.8220473675755358,-0.4056159478332274,0.022466577427575074,0.03457514047685985,112.33288713787537,172.87570238429925,1677
MOO,0.5050342267848693,0.06335823471433244,0.20134521960143745,0.16567681507594278,-0.39515352727078235,0.017522395962163383,0.029303821519362193,87.61197981081692,146.51910759681095,1677
CRUS,2.5167235096029876,0.20800096837063387,0.4121210894286471,0.4319142430138902,-0.46852907538170563,0.037187675249474215,0.057587361180237676,185.93837624737108,287.9368059011884,1677
ITRI,0.5979094736135151,0.0729696709589045,0.4745400054400782,0.09055015481583129,-0.6526473130782446,0.04058448860368482,0.06804727598894553,202.9224430184241,340.2363799447276,1677
TRMB,0.5377879151449629,0.06680395635657099,0.36488118901309335,0.10086558985437401,-0.5735478565163717,0.031717982981319934,0.05310504062664702,158.58991490659966,265.5252031332351,1677
AGCO,1.1964478036694812,0.12551122114882185,0.3876712559495256,0.24637168653344088,-0.5407033512746284,0.03582857178543301,0.05507860949397727,179.14285892716504,275.39304746988637,1677
